"성별","산업별","직업별","항목","단위","2013. 1/2","2013. 2/2","2014. 1/2","2014. 2/2","2015. 1/2","2015. 2/2","2016. 1/2","2016. 2/2","2017. 1/2","2017. 2/2","2018. 1/2","2018. 2/2","2019. 1/2","2019. 2/2","2020. 1/2","2020. 2/2","2021. 1/2",
"여자","L. 부동산업 및 임대업","계","취업자 (천명)","","151.2","157.1","157.5","171.2","171.3","180.8","171.1","198","216.7","204.1","202.3","200.4","203.1","220","199.6","194.5","199.7",
"여자","L. 부동산업 및 임대업","1. 관리자","취업자 (천명)","","2.5","2","2","2.5","2.5","2.3","1.6","1.9",".8",".6","1.9","3","2.7","2.2","2.4","3.2","1.6",
"여자","L. 부동산업 및 임대업","1. 관리자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"여자","L. 부동산업 및 임대업","2. 전문가 및 관련 종사자","취업자 (천명)","","56","57.5","60.2","68.1","70.5","77.2","69.7","88.3","98.4","88","85.7","80.3","78.3","78","67.2","66.7","63.4",
"여자","L. 부동산업 및 임대업","3. 사무 종사자","취업자 (천명)","","51.7","53.9","52.5","56.6","56.9","55.1","56.1","63.4","72.4","69.9","71.2","70.7","74","87.8","76.7","73.3","81",
"여자","L. 부동산업 및 임대업","4. 서비스 종사자","취업자 (천명)","",".2","",".2",".1","0",".2",".2","",".2",".3",".2",".4",".1",".3",".1","",".1",
"여자","L. 부동산업 및 임대업","4. 서비스 종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","","*",
"여자","L. 부동산업 및 임대업","5. 판매 종사자","취업자 (천명)","","3.1","2.1","2.8","2.9","3.2","4.2","4.7","4.9","5.7","3.7","3.4","3.6","4.6","3.7","2.2","2.4","2.3",
"여자","L. 부동산업 및 임대업","5. 판매 종사자","C.V.","","","","","","","","","","","","","*","","*","*","*","*",
"여자","L. 부동산업 및 임대업","6. 농림어업 숙련? 종사자","취업자 (천명)","","","","","","","","","","","","","","","","","","",
"여자","L. 부동산업 및 임대업","7. 기능원 및 관련 기능 종사자","취업자 (천명)","",".2","","","","","","","","",".1",".1",".1",".1","0","","","",
"여자","L. 부동산업 및 임대업","7. 기능원 및 관련 기능 종사자","C.V.","","","","","","","","","","","","*","*","*","*","","","",
"여자","L. 부동산업 및 임대업","8. 장치,기계조작 및 조립종사자","취업자 (천명)","","0","","",".2","","0","","","",".1",".4",".3",".2",".2","","","",
"여자","L. 부동산업 및 임대업","8. 장치,기계조작 및 조립종사자","C.V.","","","","","","","","","","","","*","*","*","*","","","",
"여자","L. 부동산업 및 임대업","9. 단순노무 종사자","취업자 (천명)","","37.6","41.6","39.7","41","38.2","41.7","38.8","39.7","39.2","41.4","39.4","41.9","43.1","47.8","51","48.8","51.2",
"여자","M. 전문, 과학 및 기술 서비스업","계","취업자 (천명)","","298.7","297.7","321.5","345.8","340.9","355.9","370.3","368.1","360.5","365.7","375.8","393.1","395.5","420.7","396.8","420.9","427.2",
"여자","M. 전문, 과학 및 기술 서비스업","1. 관리자","취업자 (천명)","","","1",".6",".3",".3",".7","1.5","",".7","0",".3",".3","1.2",".4","1.7","1.4","1",
"여자","M. 전문, 과학 및 기술 서비스업","1. 관리자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"여자","M. 전문, 과학 및 기술 서비스업","2. 전문가 및 관련 종사자","취업자 (천명)","","121","119","126.7","135.2","138.7","143.9","157.3","151.6","151.7","152.8","160.2","165.9","164.8","176.3","168.4","181.4","185.4",
"여자","M. 전문, 과학 및 기술 서비스업","3. 사무 종사자","취업자 (천명)","","154.9","155","168.8","186.8","177","183.7","191.4","193.1","185.7","185","188.4","196.1","201.6","213.2","201.3","211.1","214.3",
"여자","M. 전문, 과학 및 기술 서비스업","4. 서비스 종사자","취업자 (천명)","","6.1","5.3","6.8","8.2","6.8","10.1","6.8","8.8","7.1","9.1","9.6","11.5","8.2","10.9","8.2","9.8","9.1",
"여자","M. 전문, 과학 및 기술 서비스업","4. 서비스 종사자","C.V.","","","","","","","","","","","","","","","*","","","",
"여자","M. 전문, 과학 및 기술 서비스업","5. 판매 종사자","취업자 (천명)","","2.6","2.9","4.6","3.8","4.3","3.1","4","4.2","3.9","2.8","4.4","4.3","2.4","4.9","5.6","5.3","5.6",
"여자","M. 전문, 과학 및 기술 서비스업","5. 판매 종사자","C.V.","","","","","","","","","","","","","","*","","","","",
"여자","M. 전문, 과학 및 기술 서비스업","6. 농림어업 숙련? 종사자","취업자 (천명)","",".2",".2",".2",".1",".1","0","0","0",".2",".9",".1",".1",".6",".3",".3",".6",".1",
"여자","M. 전문, 과학 및 기술 서비스업","6. 농림어업 숙련? 종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"여자","M. 전문, 과학 및 기술 서비스업","7. 기능원 및 관련 기능 종사자","취업자 (천명)","",".6","1",".8","1","1.1","1",".6",".5","1.3","1.1",".7","1.1","1","1",".9",".8",".8",
"여자","M. 전문, 과학 및 기술 서비스업","7. 기능원 및 관련 기능 종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"여자","M. 전문, 과학 및 기술 서비스업","8. 장치,기계조작 및 조립종사자","취업자 (천명)","","5.8","4.8","4.6","5.2","5.5","6.2","3.9","2.9","2.5","5.8","5.1","6.7","6.2","4.9","2.9","2.9","3",
"여자","M. 전문, 과학 및 기술 서비스업","9. 단순노무 종사자","취업자 (천명)","","7.6","8.6","8.4","5.4","7.2","7.2","4.8","7","7.4","8.3","7.1","7.1","9.5","8.8","7.6","7.7","7.8",
"여자","N. 사업시설관리 및 사업지원 서비스업","계","취업자 (천명)","","559.1","536.9","549.5","538.1","559.1","620.6","638.5","621.2","570.9","578.8","574.5","541.3","544.1","574.1","570.7","592.4","584",
"여자","N. 사업시설관리 및 사업지원 서비스업","1. 관리자","취업자 (천명)","","1.5",".6",".9",".3",".4",".8",".6",".6","1.3",".8","1.1","1.6","2.8","1.7","1.2","1.6","2.1",
"여자","N. 사업시설관리 및 사업지원 서비스업","1. 관리자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"여자","N. 사업시설관리 및 사업지원 서비스업","2. 전문가 및 관련 종사자","취업자 (천명)","","15.6","16.9","19.3","19.2","21","21.3","19.4","18.2","15.4","19.4","20.1","18.3","22","19.9","20.3","24.5","22.9",
"여자","N. 사업시설관리 및 사업지원 서비스업","3. 사무 종사자","취업자 (천명)","","138.7","141.5","140.5","128.1","134.3","142","146.2","147.9","130.4","150.8","153.8","148","154.6","162.6","164.7","160.8","153.3",
"여자","N. 사업시설관리 및 사업지원 서비스업","4. 서비스 종사자","취업자 (천명)","","42.5","28.5","29.1","36.8","39.6","45","45","41.9","39.3","37","31.5","29.6","26.4","29.2","23.7","18.5","22.3",
"여자","N. 사업시설관리 및 사업지원 서비스업","5. 판매 종사자","취업자 (천명)","","41","38.2","41","35.9","37.6","40.1","50.2","49.5","41.9","40.6","40","42.1","37.9","41.2","42.4","45.5","42.9",
"여자","N. 사업시설관리 및 사업지원 서비스업","6. 농림어업 숙련? 종사자","취업자 (천명)","","1",".6",".3","1.5","1.2",".7","1",".9","1","1","1",".9",".4","","0",".6","1.5",
"여자","N. 사업시설관리 및 사업지원 서비스업","6. 농림어업 숙련? 종사자","C.V.","","","","","","","","","","","","*","*","*","","*","*","*",
"여자","N. 사업시설관리 및 사업지원 서비스업","7. 기능원 및 관련 기능 종사자","취업자 (천명)","","6.6","4.8","3.1","4.6","3.8","6.3","7.2","7.3","7.7","6.5","5.4","4.8","4.3","4.8","5.1","7.4","7",
"여자","N. 사업시설관리 및 사업지원 서비스업","8. 장치,기계조작 및 조립종사자","취업자 (천명)","","13.1","11.9","10.4","10.4","9.8","13","13.7","8.6","9.8","7.3","9.4","6.1","5.5","7.6","6","7.6","8.3",
"여자","N. 사업시설관리 및 사업지원 서비스업","9. 단순노무 종사자","취업자 (천명)","","299.1","293.8","304.7","301.1","311.4","351.3","355.3","346.2","324.2","315.5","312.2","289.9","290.2","307.1","307.3","326","323.6",
"여자","O. 공공행정, 국방 및 사회보장 행정","계","취업자 (천명)","","366.8","380.8","382.2","367.7","350.8","354.2","383.9","391.8","387.5","431.2","455.2","463.4","458.5","464.3","445.9","558","494.9",
"여자","O. 공공행정, 국방 및 사회보장 행정","1. 관리자","취업자 (천명)","","1.2","1.8","1.2","1.7","1","1.3","1.8","1.9","1.2","1.7","1.5","2.7","2.8","2.9","2.1","1.5","1.4",
"여자","O. 공공행정, 국방 및 사회보장 행정","1. 관리자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"여자","O. 공공행정, 국방 및 사회보장 행정","2. 전문가 및 관련 종사자","취업자 (천명)","","37.2","33.6","34","38.3","33.7","36.9","36.7","35.2","36.3","38.3","38.8","44.9","41.8","43.9","42.9","42.5","44",
"여자","O. 공공행정, 국방 및 사회보장 행정","3. 사무 종사자","취업자 (천명)","","198.4","210.5","209.8","198","190.3","191","205","208.1","206.3","223.6","242.4","241.6","232","232.7","242.9","249.3","239.3",
"여자","O. 공공행정, 국방 및 사회보장 행정","4. 서비스 종사자","취업자 (천명)","","22.2","22.2","23.7","23.1","24.2","23.3","26.5","29.2","29.7","35.2","37.4","35.3","33","31.3","31.3","31.4","30.4",
"여자","O. 공공행정, 국방 및 사회보장 행정","5. 판매 종사자","취업자 (천명)","",".5",".7","1",".7",".3",".4","1",".8",".6",".9",".2","1","1.6","1.4","1.3","2.4",".7",
"여자","O. 공공행정, 국방 및 사회보장 행정","5. 판매 종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"여자","O. 공공행정, 국방 및 사회보장 행정","6. 농림어업 숙련? 종사자","취업자 (천명)","",".6",".5",".1",".1","0",".1",".2",".2","",".1","0",".1",".7","1.4",".4",".4",".3",
"여자","O. 공공행정, 국방 및 사회보장 행정","6. 농림어업 숙련? 종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"여자","O. 공공행정, 국방 및 사회보장 행정","7. 기능원 및 관련 기능 종사자","취업자 (천명)","",".4",".7",".6",".6",".2",".3",".4",".2",".2","1",".4",".3",".7",".8",".5","9.4","4.7",
"여자","O. 공공행정, 국방 및 사회보장 행정","7. 기능원 및 관련 기능 종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","","",
"여자","O. 공공행정, 국방 및 사회보장 행정","8. 장치,기계조작 및 조립종사자","취업자 (천명)","","0","","0","","0",".4","","","0",".3",".2","",".2",".4",".1","0","0",
"여자","O. 공공행정, 국방 및 사회보장 행정","8. 장치,기계조작 및 조립종사자","C.V.","","","","","","","","","","","","*","","*","*","*","*","*",
"여자","O. 공공행정, 국방 및 사회보장 행정","9. 단순노무 종사자","취업자 (천명)","","106.3","110.8","111.9","105.2","101.1","100.6","112.3","116.1","113.3","130","134.3","137.4","145.7","149.5","124.3","220.9","174",
"여자","P. 교육 서비스업","계","취업자 (천명)","","1156.1","1192.2","1221.5","1212.7","1198.7","1251.7","1247.6","1251.3","1292.1","1272.7","1246.4","1258.4","1264","1260.2","1162","1183.5","1221.2",
"여자","P. 교육 서비스업","1. 관리자","취업자 (천명)","","9.9","10.3","10.8","10","9.8","9.4","8.2","12","14.7","14.2","17","19.3","21.8","18.8","19.5","20.7","20",
"여자","P. 교육 서비스업","2. 전문가 및 관련 종사자","취업자 (천명)","","872","896.8","915.1","906.8","901.8","946.2","932","936.7","958.5","958.4","938.6","948.5","951.7","942.6","847.6","849.9","857.3",
"여자","P. 교육 서비스업","3. 사무 종사자","취업자 (천명)","","133.1","141.7","143.3","138.7","139.8","135.5","150.1","142.7","149.9","146.9","140.9","143.8","136.7","138.1","142.6","142.7","150",
"여자","P. 교육 서비스업","4. 서비스 종사자","취업자 (천명)","","95.9","100.7","107.3","110.4","98.8","106.4","100.6","103.8","104.8","88.2","91.7","90.2","93.3","92.9","96.4","97.2","107.6",
"여자","P. 교육 서비스업","5. 판매 종사자","취업자 (천명)","","1.3",".9",".8","1.6","1","1.8","1.8","2.8","1.5","3.2","2.3",".3","1.8","1.8","1.3","1.4","1.7",
"여자","P. 교육 서비스업","5. 판매 종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"여자","P. 교육 서비스업","6. 농림어업 숙련? 종사자","취업자 (천명)","","0","0","","","","","","","",".2","","","","","","","",
"여자","P. 교육 서비스업","7. 기능원 및 관련 기능 종사자","취업자 (천명)","",".3",".3","",".2",".3",".4",".2",".5","0",".7",".4","1",".2",".3",".9","3.3","6",
"여자","P. 교육 서비스업","7. 기능원 및 관련 기능 종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","",
"여자","P. 교육 서비스업","8. 장치,기계조작 및 조립종사자","취업자 (천명)","","2.3","2.2","2.7","2.6","3.4","3.5","3.9","4.4","4.7","5.1","4.1","2.9","3.8","2.4","2.2","3.7","4",
"여자","P. 교육 서비스업","9. 단순노무 종사자","취업자 (천명)","","41.4","39.1","41.5","42.5","43.8","48.6","50.6","48.5","57.9","55.9","51.4","52.3","54.7","63.4","51.5","64.5","74.6",
"여자","Q. 보건업 및 사회복지 서비스업","계","취업자 (천명)","","1256.1","1300.2","1358.3","1415.1","1407.9","1463.8","1496.9","1570.9","1602.9","1647.8","1657.8","1744.1","1793.3","1872","1853","1961.2","2053",
"여자","Q. 보건업 및 사회복지 서비스업","1. 관리자","취업자 (천명)","","9.8","8.9","11.2","10.3","7.2","8","6.6","5.8","7.1","7.4","9.3","6.6","8.6","10.2","10.9","12.1","9.7",
"여자","Q. 보건업 및 사회복지 서비스업","2. 전문가 및 관련 종사자","취업자 (천명)","","795.2","833.4","851.9","873.7","877.2","894.4","901.3","930.5","968.3","947.2","943.9","977.2","988.3","987.3","971","982.3","1008.3",
"여자","Q. 보건업 및 사회복지 서비스업","3. 사무 종사자","취업자 (천명)","","99.3","99.2","103.2","110.4","108.9","115.7","119.7","119.6","119","130.7","124","129.3","132.8","132.6","130.6","136.2","143.9",
"여자","Q. 보건업 및 사회복지 서비스업","4. 서비스 종사자","취업자 (천명)","","251.6","260.6","274.1","295","292.5","314.4","342.5","366.5","364.5","398.9","404.5","437.6","455.1","493.2","515.4","530.7","563.5",
"여자","Q. 보건업 및 사회복지 서비스업","5. 판매 종사자","취업자 (천명)","","1.8","2.1","1.8","2.3","2.3","4.1","2.2","1.3","2.5","1.4","1.7","1.3","1.7","1.2","1.7","2.2","2",
"여자","Q. 보건업 및 사회복지 서비스업","5. 판매 종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"여자","Q. 보건업 및 사회복지 서비스업","6. 농림어업 숙련? 종사자","취업자 (천명)","","0","0","0",".1",".1","0","0","0","",".1","","0",".1",".4",".2",".3",".1",
"여자","Q. 보건업 및 사회복지 서비스업","6. 농림어업 숙련? 종사자","C.V.","","","","","","","","","","","","","*","*","*","*","*","*",
"여자","Q. 보건업 및 사회복지 서비스업","7. 기능원 및 관련 기능 종사자","취업자 (천명)","","3.2","3.1","4.1","4.1","2.6","3.7","3.6","4.9","4.2","2.5","3.9","3.8","3.2","3.8","3.6","5.8","5.2",
"여자","Q. 보건업 및 사회복지 서비스업","8. 장치,기계조작 및 조립종사자","취업자 (천명)","","2.7","2.3","2.7","1.9","2.7","2.1","2.2","2.1","2.4","2.8","3.4","5","5","4.9","3.7","3.8","2.8",
"여자","Q. 보건업 및 사회복지 서비스업","9. 단순노무 종사자","취업자 (천명)","","92.4","90.5","109.3","117.2","114.3","121.3","118.9","140.2","134.9","156.9","167.1","183.3","198.6","238.4","215.8","287.8","317.5",
"여자","R. 예술, 스포츠 및 여가관련 서비스업","계","취업자 (천명)","","150.1","159.6","157.6","148.2","181.5","184","174.6","193.4","194.3","200.9","198.7","212.9","230.1","248.6","241.5","235.8","233.1",
"여자","R. 예술, 스포츠 및 여가관련 서비스업","1. 관리자","취업자 (천명)","",".9","1.2",".7",".2",".9","1",".6","1.4",".6",".3",".3",".4",".5","1","1.2",".9","1.2",
"여자","R. 예술, 스포츠 및 여가관련 서비스업","1. 관리자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"여자","R. 예술, 스포츠 및 여가관련 서비스업","2. 전문가 및 관련 종사자","취업자 (천명)","","39.2","44.6","43.8","44","59.6","61","58.4","62.1","62.2","64","65.7","71","71.5","82.8","83.7","85.2","83.3",
"여자","R. 예술, 스포츠 및 여가관련 서비스업","3. 사무 종사자","취업자 (천명)","","22.6","23.4","28.3","25.2","29.8","27.9","31.8","34.1","32.6","24.7","25.6","32.1","34","37.2","40.7","39.9","42.9",
"여자","R. 예술, 스포츠 및 여가관련 서비스업","4. 서비스 종사자","취업자 (천명)","","66.3","64.9","62","56.2","65.2","64.5","59.3","64.7","67.4","80.2","76.2","77.4","84.2","82","77.3","68.4","67.2",
"여자","R. 예술, 스포츠 및 여가관련 서비스업","5. 판매 종사자","취업자 (천명)","","9.2","11.2","10.9","11.7","11.9","13.9","11.4","14.2","15.1","12.7","14","14.7","18.3","20.6","16","17.5","15.3",
"여자","R. 예술, 스포츠 및 여가관련 서비스업","6. 농림어업 숙련? 종사자","취업자 (천명)","",".8",".5",".3",".3",".2",".1",".2",".6",".3",".2",".3",".5",".8","2","1.8",".4",".3",
"여자","R. 예술, 스포츠 및 여가관련 서비스업","6. 농림어업 숙련? 종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"여자","R. 예술, 스포츠 및 여가관련 서비스업","7. 기능원 및 관련 기능 종사자","취업자 (천명)","",".4",".7",".1",".2","1",".1",".1",".6",".1",".8",".7",".1",".6",".4",".9","1.5",".5",
"여자","R. 예술, 스포츠 및 여가관련 서비스업","7. 기능원 및 관련 기능 종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"여자","R. 예술, 스포츠 및 여가관련 서비스업","8. 장치,기계조작 및 조립종사자","취업자 (천명)","","",".3",".2","","",".1",".2",".3",".5","0",".1",".3",".1",".3",".2",".1",".1",
"여자","R. 예술, 스포츠 및 여가관련 서비스업","8. 장치,기계조작 및 조립종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"여자","R. 예술, 스포츠 및 여가관련 서비스업","9. 단순노무 종사자","취업자 (천명)","","10.6","12.9","11.4","10.5","12.9","15.3","12.6","15.4","15.4","18","15.7","16.4","20.2","22.3","19.7","21.9","22.3",
"여자","S. 협회 및 단체, 수리  및 기타 개인 서비스업","계","취업자 (천명)","","642.3","641.7","674.1","670.1","691.9","641.3","651.4","637.5","630.1","635","640.9","612.7","637.9","607.7","579.2","594.6","552.1",
"여자","S. 협회 및 단체, 수리  및 기타 개인 서비스업","1. 관리자","취업자 (천명)","",".8",".6","1.4",".5","1","1.1",".3",".9",".4",".7","1.4",".3",".4",".3",".4","1",".4",
"여자","S. 협회 및 단체, 수리  및 기타 개인 서비스업","1. 관리자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"여자","S. 협회 및 단체, 수리  및 기타 개인 서비스업","2. 전문가 및 관련 종사자","취업자 (천명)","","44.9","50.1","48.5","55.2","48.7","47.3","41.9","43","40.4","42.9","42.8","42.3","51","52.4","47.8","44.5","43.3",
"여자","S. 협회 및 단체, 수리  및 기타 개인 서비스업","3. 사무 종사자","취업자 (천명)","","74.2","81.1","77.8","79.9","76.6","73","75.3","70.7","63.7","68.3","76.4","75","81.9","72.6","75.6","89.3","84.2",
"여자","S. 협회 및 단체, 수리  및 기타 개인 서비스업","4. 서비스 종사자","취업자 (천명)","","353.4","341","354.7","348.6","353.2","323.9","339.2","330.5","347","342.6","338.7","320.2","364.3","346.8","330.2","337.7","309.9",
"여자","S. 협회 및 단체, 수리  및 기타 개인 서비스업","5. 판매 종사자","취업자 (천명)","","20.7","16.8","17.8","19.6","19.3","15","19","16.8","14","13.8","13.9","14.9","16.4","16","15","15.8","15.2",
"여자","S. 협회 및 단체, 수리  및 기타 개인 서비스업","6. 농림어업 숙련? 종사자","취업자 (천명)","","","","","","","","","","",".4","","","",".2","","","0",
"여자","S. 협회 및 단체, 수리  및 기타 개인 서비스업","6. 농림어업 숙련? 종사자","C.V.","","","","","","","","","","","","","","","*","","","*",
"여자","S. 협회 및 단체, 수리  및 기타 개인 서비스업","7. 기능원 및 관련 기능 종사자","취업자 (천명)","","30.2","30.6","24.7","27.7","30.2","25.5","32.7","30.1","27.1","23.3","25.5","27.6","21.9","21.4","22.6","23.7","21.9",
"여자","S. 협회 및 단체, 수리  및 기타 개인 서비스업","8. 장치,기계조작 및 조립종사자","취업자 (천명)","","10.4","9.6","9.6","8.1","9.1","9.7","9.3","7.5","6.8","5.5","5.9","5.9","5.1","6","7.3","7.1","6.1",
"여자","S. 협회 및 단체, 수리  및 기타 개인 서비스업","9. 단순노무 종사자","취업자 (천명)","","107.8","112","139.6","130.7","153.7","145.7","133.6","138","130.6","137.5","136.4","126.6","96.9","92.1","80.4","75.4","71.3",
"여자","T. 가구내 고용활동 및 달리 분류되지 않은 자가소비 생산활동","계","취업자 (천명)","","173.6","164.4","120.9","101","86.6","69.8","69.1","64.4","70.1","59.1","49.8","39.6","56.8","98.4","83.6","102.5","84.7",
"여자","T. 가구내 고용활동 및 달리 분류되지 않은 자가소비 생산활동","1. 관리자","취업자 (천명)","","","","","","","","","","","","","","","","","","",
"여자","T. 가구내 고용활동 및 달리 분류되지 않은 자가소비 생산활동","2. 전문가 및 관련 종사자","취업자 (천명)","",".1",".5",".8","0",".6",".6","2.1",".5",".2","1.8","","",".5","1","",".8",".1",
"여자","T. 가구내 고용활동 및 달리 분류되지 않은 자가소비 생산활동","2. 전문가 및 관련 종사자","C.V.","","","","","","","","","","","","","","*","*","","*","*",
"여자","T. 가구내 고용활동 및 달리 분류되지 않은 자가소비 생산활동","3. 사무 종사자","취업자 (천명)","",".5",".2",".6","","","","","","",".1","","","",".1","","","",
"여자","T. 가구내 고용활동 및 달리 분류되지 않은 자가소비 생산활동","3. 사무 종사자","C.V.","","","","","","","","","","","","","","","*","","","",
"여자","T. 가구내 고용활동 및 달리 분류되지 않은 자가소비 생산활동","4. 서비스 종사자","취업자 (천명)","","4.6","2","1.5","1.8","1.3",".9","1.5","2.7","1.7","1.5","2.1","1.2","1.1","4.5","3.5","5.5","3.8",
"여자","T. 가구내 고용활동 및 달리 분류되지 않은 자가소비 생산활동","4. 서비스 종사자","C.V.","","","","","","","","","","","","*","*","*","","*","","*",
"여자","T. 가구내 고용활동 및 달리 분류되지 않은 자가소비 생산활동","5. 판매 종사자","취업자 (천명)","","","","","","","","","","","","","","","","","","",
"여자","T. 가구내 고용활동 및 달리 분류되지 않은 자가소비 생산활동","6. 농림어업 숙련? 종사자","취업자 (천명)","","","","","","","","0","","","","","","","","","","",
"여자","T. 가구내 고용활동 및 달리 분류되지 않은 자가소비 생산활동","7. 기능원 및 관련 기능 종사자","취업자 (천명)","","","0","0","","","",".1",".1",".2","0","","","","","","",".1",
"여자","T. 가구내 고용활동 및 달리 분류되지 않은 자가소비 생산활동","7. 기능원 및 관련 기능 종사자","C.V.","","","","","","","","","","","","","","","","","","*",
"여자","T. 가구내 고용활동 및 달리 분류되지 않은 자가소비 생산활동","8. 장치,기계조작 및 조립종사자","취업자 (천명)","","","","","","",".1","","","",".2","","","","","","","",
"여자","T. 가구내 고용활동 및 달리 분류되지 않은 자가소비 생산활동","9. 단순노무 종사자","취업자 (천명)","","168.4","161.8","118","99.2","84.7","68.2","65.2","61.2","68.1","55.4","47.7","38.3","55.2","92.9","80.1","96.2","80.7",
"여자","U. 국제 및 외국기관","계","취업자 (천명)","","2.4","3.2","4.7","4.9","2.8","1.7","2.8","1.1","1.6","1.7","2","2","4.5","5.5","5.5","4.1","5.6",
"여자","U. 국제 및 외국기관","계","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"여자","U. 국제 및 외국기관","1. 관리자","취업자 (천명)","","","","","","","","","","","","","","","","","","",
"여자","U. 국제 및 외국기관","2. 전문가 및 관련 종사자","취업자 (천명)","",".5",".9","1.2","1.3",".9",".2",".4",".1",".2",".2",".3",".2",".5",".9",".7","1.2","1.1",
"여자","U. 국제 및 외국기관","2. 전문가 및 관련 종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"여자","U. 국제 및 외국기관","3. 사무 종사자","취업자 (천명)","","1.1","1.7","2.8","3","1.8","1.3","1.6",".6","1.2","1.3","1.4","1.6","3.6","3.6","4.1","2.2","2.8",
"여자","U. 국제 및 외국기관","3. 사무 종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"여자","U. 국제 및 외국기관","4. 서비스 종사자","취업자 (천명)","",".1","0","0","",".1","0",".1","0",".2",".1",".2","0",".2","","","","",
"여자","U. 국제 및 외국기관","4. 서비스 종사자","C.V.","","","","","","","","","","","","*","*","*","","","","",
"여자","U. 국제 및 외국기관","5. 판매 종사자","취업자 (천명)","",".2",".2",".2","","","","","0","0",".1",".1",".1",".2","","","",".6",
"여자","U. 국제 및 외국기관","5. 판매 종사자","C.V.","","","","","","","","","","","","*","*","*","","","","*",
"여자","U. 국제 및 외국기관","6. 농림어업 숙련? 종사자","취업자 (천명)","","","","","","",".1",".2","","","","","","","","","","",
"여자","U. 국제 및 외국기관","7. 기능원 및 관련 기능 종사자","취업자 (천명)","","","","","","","","","","","","","","","","","","",
"여자","U. 국제 및 외국기관","8. 장치,기계조작 및 조립종사자","취업자 (천명)","","","","","","","","","","","","","","","","","","",
"여자","U. 국제 및 외국기관","9. 단순노무 종사자","취업자 (천명)","",".4",".4",".4",".6",".1",".1",".4",".2",".1","0","0",".1",".1",".9",".6",".6","1.1",
"여자","U. 국제 및 외국기관","9. 단순노무 종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
